label,model_input,model_output,segmented_output,factuality,deberta_finetuned,roberta_finetuned,bart_fintuned,llama_foundation,llama_finetuned
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a good creditworthiness due to having a high balance in their checking account, a loan duration shorter than 50% of all cases in the bank, a loan amount lower than 50% of all cases in the bank, a low balance in their saving account, a stable employment history between 1-4 years, a low installment rate in percentage of disposable income, no other debtors, owning a car or other property, being older than 50% of the bank's average age, no other installment plans, owning their own housing, having a job as a skilled employee or resident, having at least one person to provide maintenance, and being registered for a telephone plan under their name.",The customer has a good creditworthiness due to having a high balance in their checking account; a loan duration shorter than 50% of all cases in the bank; a loan amount lower than 50% of all cases in the bank; a low balance in their saving account; a stable employment history between 1-4 years; a low installment rate in percentage of disposable income; no other debtors; owning a car or other property; being older than 50% of the bank's average age; no other installment plans; owning their own housing; having a job as a skilled employee or resident; having at least one person to provide maintenance; and being registered for a telephone plan under their name.,,,,,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low balance in the checking account, a short loan duration, a low loan amount, a low balance in the saving account, a high installment rate as a percentage of disposable income, and a lack of registration of the telephone under the customer's name. These indicators suggest that the customer may be experiencing financial difficulties or may not be managing their finances effectively.","The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low balance in the checking account; a short loan duration; a low loan amount; a low balance in the saving account; a high installment rate as a percentage of disposable income; and a lack of registration of the telephone under the customer's name",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is assessed as 'bad credit' due to the presence of several red flags, including a high loan amount, a long loan duration, a low installment rate as a percentage of disposable income, a non-registered telephone, and foreign worker status, which may indicate a higher risk of default.","The customer's creditworthiness is assessed as 'bad credit' due to the presence of several red flags, including a high loan amount; a long loan duration; a low installment rate as a percentage of disposable income; a non-registered telephone; and foreign worker status",a low installment rate as a percentage of disposable income,a low installment rate as a percentage of disposable income,a low installment rate as a percentage of disposable income,a low installment rate as a percentage of disposable income,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a high savings account balance, a relatively short loan duration, a lower loan amount compared to the average, a stable employment history, a low installment rate as a percentage of disposable income, no other debtors, a car or other property, a relatively young age, no other installment plans, owning their own home, a job as a skilled employee or resident, and being a foreign worker, all of which indicate a responsible financial behavior and low risk of default.",The customer has a high savings account balance; a relatively short loan duration; a lower loan amount compared to the average; a stable employment history; a low installment rate as a percentage of disposable income; no other debtors; a car or other property; a relatively young age; no other installment plans; owning their own home; a job as a skilled employee or resident; and being a foreign worker,,,,,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several attributes that indicate a higher risk of default, such as a low balance in the checking account, a shorter loan duration, a higher loan amount, and a low balance in the saving account. Additionally, the customer's employment status is relatively short-term, and their installment rate is lower than the average. The customer also has a property, which may indicate a higher level of financial risk. However, the customer's age is above the average, and they have a job as a skilled employee or resident, which could be seen as a positive factor.","The customer has several attributes that indicate a higher risk of default, such as a low balance in the checking account; a shorter loan duration; a higher loan amount; and a low balance in the saving account; Additionally, the customer's employment status is relatively short-term, and their installment rate is lower than the average; The customer also has a property, which may indicate a higher level of financial risk; However, the customer's age is above the average, and they have a job as a skilled employee or resident, which could be seen as a positive factor",,,,,,
good_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan amount higher than 50% of all cases in the bank, a low saving account balance, and a telephone not registered under their name. Additionally, the customer is a foreign worker, which may indicate financial instability or uncertainty. These factors suggest that the customer may not be managing their finances effectively and may be at risk of defaulting on payments.","The customer has several red flags, including a negative checking account balance; a loan amount higher than 50% of all cases in the bank;  a low saving account balance;  and a telephone not registered under their name; Additionally, the customer is a foreign worker, which may indicate financial instability or uncertainty",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low savings account balance, present employment shorter than 1 year, a high installment rate as a percentage of disposable income, and a foreign worker status, which may indicate financial instability and a higher risk of default.","The customer has several red flags, including a low savings account balance;  present employment shorter than 1 year;  a high installment rate as a percentage of disposable income; and a foreign worker status",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a high checking account balance, a long-term loan assignment, a low loan amount, a high saving account balance, long-term employment, a high installment rate, no other debtors, a car as property, an age above the bank's median, no other installment plans, own housing, a job as a skilled employee or resident, and is a foreign worker, indicating a stable financial situation and low risk.",The customer has a high checking account balance;  a long-term loan assignment;  a low loan amount; a high saving account balance;  long-term employment;  a high installment rate;  no other debtors;  a car as property;  an age above the bank's median;  no other installment plans;  own housing;  a job as a skilled employee or resident; and is a foreign worker,,,,,,
good_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is unemployed; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, unemployment, a low installment rate as a percentage of disposable income, and a high number of people being liable to provide maintenance for. Additionally, the customer's job status is not a skilled employee or a resident, and they are a foreign worker, which may indicate financial instability and a higher risk of default.","The customer has several red flags, including a negative checking account balance; unemployment; a low installment rate as a percentage of disposable income; and a high number of people being liable to provide maintenance for; Additionally, the customer's job status is not a skilled employee or a resident, and they are a foreign worker, which may indicate financial instability and a higher risk of default",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a high salary assignment for at least 1 year, a loan duration shorter than 50% of all cases in the bank, a loan amount lower than 50% of all cases in the bank, a present employment between 1 year to 4 years, an installment rate lower than 50% of all cases in the bank, no other debtors, a property in building society savings agreement or life insurance, an age older than 50% of all cases in the bank, no other installment plans, a housing status of own, a job as a skilled employee or a resident, a number of people being liable to provide maintenance for equal to or more than 1, and is a foreign worker.",The customer has a high salary assignment for at least 1 year; a loan duration shorter than 50% of all cases in the bank; a loan amount lower than 50% of all cases in the bank; a present employment between 1 year to 4 years; an installment rate lower than 50% of all cases in the bank; no other debtors; a property in building society savings agreement or life insurance; an age older than 50% of all cases in the bank; no other installment plans; a housing status of own; a job as a skilled employee or a resident; a number of people being liable to provide maintenance for equal to or more than 1; and is a foreign worker,a loan amount lower than 50% of all cases in the bank,a loan amount lower than 50% of all cases in the bank,a loan amount lower than 50% of all cases in the bank,a loan amount lower than 50% of all cases in the bank,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Good credit

The customer is considered to have good credit due to a combination of factors, including a high salary assignment for at least 1 year, a loan duration shorter than 50% of all cases in the bank, a loan amount lower than 50% of all cases in the bank, a present employment duration between 1 year to 4 years, a high installment rate in percentage of disposable income, no other debtors, a property status of real estate, an age younger than 50% of all cases in the bank, no other installment plans, a housing status of own, a job as a skilled employee or resident, and a number of people being liable to provide maintenance for equal to or more than 1. Additionally, the customer is a foreign worker, which may indicate a higher level of financial stability.","The customer is considered to have good credit due to a combination of factors, including a high salary assignment for at least 1 year; a loan duration shorter than 50% of all cases in the bank; a loan amount lower than 50% of all cases in the bank; a present employment duration between 1 year to 4 years; a high installment rate in percentage of disposable income; no other debtors; a property status of real estate; an age younger than 50% of all cases in the bank; no other installment plans; a housing status of own; a job as a skilled employee or resident; and a number of people being liable to provide maintenance for equal to or more than 1; Additionally, the customer is a foreign worker, which may indicate a higher level of financial stability",no other debtors,no other debtors,no other debtors,no other debtors,,
good_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low checking account balance, a longer loan duration, a higher loan amount, and a shorter employment tenure, which indicate financial instability and potential risk. Additionally, the high installment rate, lack of other debtors, and unregistered telephone line suggest a lack of financial discipline and oversight. The customer's age, job status, and housing situation do not provide sufficient reassurance, further contributing to the assessment of bad creditworthiness.","The customer has several red flags, including a low checking account balance; a longer loan duration; a higher loan amount; and a shorter employment tenure, which indicate financial instability and potential risk; Additionally, the high installment rate, lack of other debtors, and unregistered telephone line suggest a lack of financial discipline and oversight; The customer's age, job status, and housing situation do not provide sufficient reassurance, further contributing to the assessment of bad creditworthiness",,,,,,
good_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a long loan duration, a high loan amount, a low balance in their saving account, and an installment rate that is lower than 50% of all cases in the bank. Additionally, the customer's employment status is not a skilled employee or a resident, and they have a high number of people being liable to provide maintenance for, which may indicate financial strain. The customer's foreign worker status may also be a concern, as it could indicate a lack of financial stability in their home country. Overall, these factors suggest that the customer may not be managing their finances effectively and may be at risk of defaulting on their debts.","The customer has several red flags, including a low balance in their checking account; a long loan duration; a high loan amount; a low balance in their saving account; and an installment rate that is lower than 50% of all cases in the bank; Additionally, the customer's employment status is not a skilled employee or a resident, and they have a high number of people being liable to provide maintenance for, which may indicate financial strain; The customer's foreign worker status may also be a concern, as it could indicate a lack of financial stability in their home country",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a good creditworthiness due to having a high balance in their checking account, a loan duration shorter than 50% of all cases in the bank, a loan amount lower than 50% of all cases in the bank, a low balance in their saving account, a stable employment history between 1-4 years, a low installment rate in percentage of disposable income, no other debtors, owning a car or other property, being younger than 50% of all cases in the bank, no other installment plans, owning their own housing, having a job as a skilled employee or resident, and having at least one person to provide maintenance. The only potential red flag is the customer being a foreign worker, but this attribute alone does not necessarily indicate bad creditworthiness.","The customer has a good creditworthiness due to having a high balance in their checking account; a loan duration shorter than 50% of all cases in the bank; a loan amount lower than 50% of all cases in the bank; a low balance in their saving account; a stable employment history between 1-4 years; a low installment rate in percentage of disposable income; no other debtors; owning a car or other property; being younger than 50% of all cases in the bank; no other installment plans; owning their own housing; having a job as a skilled employee or resident; and having at least one person to provide maintenance; The only potential red flag is the customer being a foreign worker, but this attribute alone does not necessarily indicate bad creditworthiness",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a good creditworthiness due to a combination of factors, including a high salary, a long-term employment history, a low installment rate as a percentage of disposable income, no other debtors, a stable housing situation, and a registered telephone line under their name. Additionally, being a foreign worker and having a building society savings agreement or life insurance further supports their creditworthiness.","The customer has a good creditworthiness due to a combination of factors, including a high salary;  a long-term employment history; a low installment rate as a percentage of disposable income; no other debtors; a stable housing situation;  and a registered telephone line under their name;  Additionally, being a foreign worker and having a building society savings agreement or life insurance further supports their creditworthiness",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a high checking account balance, a long-term loan assignment, a low loan amount, a high saving account balance, a stable employment history, a low installment rate, no other debtors, a property ownership, a young age, a single household, and a job as a skilled employee or resident, which indicates a responsible financial behavior and a low risk of default.","The customer has a high checking account balance;  a long-term loan assignment;  a low loan amount;  a high saving account balance;  a stable employment history;  a low installment rate;  no other debtors;  a property ownership;  a young age;  a single household; and a job as a skilled employee or resident, which indicates a responsible financial behavior and a low risk of default", a long-term loan assignment,, a long-term loan assignment,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low balance in the saving account, a high loan amount, a short employment tenure, a high installment rate, and the customer being a foreign worker, which may indicate a higher risk of default.","The customer's creditworthiness is classified as 'bad credit' due to the presence of several red flags, including a low balance in the saving account; a high loan amount; a short employment tenure; a high installment rate; and the customer being a foreign worker",a high installment rate,a high installment rate,a high installment rate,a high installment rate,,a high installment rate
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is deemed 'bad' due to a combination of factors, including a low savings account balance, a high installment rate as a percentage of disposable income, and a lack of long-term employment stability, as indicated by the customer being a foreign worker and having a non-skilled job.","The customer's creditworthiness is deemed 'bad' due to a combination of factors, including a low savings account balance;  a high installment rate as a percentage of disposable income;  and a lack of long-term employment stability, as indicated by the customer being a foreign worker and having a non-skilled job","a high installment rate as a percentage of disposable income; and a lack of long-term employment stability, as indicated by the customer being a foreign worker and having a non-skilled job","a high installment rate as a percentage of disposable income;  and a lack of long-term employment stability, as indicated by the customer being a foreign worker and having a non-skilled job","a high installment rate as a percentage of disposable income;  and a lack of long-term employment stability, as indicated by the customer being a foreign worker and having a non-skilled job",a high installment rate as a percentage of disposable income,,a high installment rate as a percentage of disposable income
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Good credit

The customer is considered to have good credit due to a combination of factors, including a relatively short loan duration, a lower loan amount compared to the average, a low checking account balance, a low saving account balance, a stable employment history, a low installment rate as a percentage of disposable income, no other debtors, a property ownership status, a relatively young age, and a registered telephone line under their name. Additionally, the customer's job status as a skilled employee or resident and their status as a foreign worker also contribute to their good creditworthiness.","The customer is considered to have good credit due to a combination of factors, including a relatively short loan duration; a lower loan amount compared to the average; a low checking account balance; a low saving account balance; a stable employment history; a low installment rate as a percentage of disposable income; no other debtors; a property ownership status; a relatively young age; and a registered telephone line under their name; Additionally, the customer's job status as a skilled employee or resident and their status as a foreign worker also contribute to their good creditworthiness",,,,,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has a good creditworthiness due to a combination of factors, including a high savings account balance, long-term employment, a high installment rate as a percentage of disposable income, no other debtors, owning a property, being a skilled employee or resident, and having a registered telephone under their name. These attributes suggest that the customer is financially stable, responsible, and has a strong credit profile.","The customer has a good creditworthiness due to a combination of factors, including a high savings account balance; long-term employment; a high installment rate as a percentage of disposable income; no other debtors; owning a property; being a skilled employee or resident; and having a registered telephone under their name",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is deemed 'bad credit' due to the presence of several red flags, including a low balance in the saving account, a short employment tenure, a high installment rate as a percentage of disposable income, and a history of other debtors, which may indicate financial instability and a higher risk of default.","The customer's creditworthiness is deemed 'bad credit' due to the presence of several red flags, including a low balance in the saving account; a short employment tenure; a high installment rate as a percentage of disposable income; and a history of other debtors", and a history of other debtors, and a history of other debtors, and a history of other debtors,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Good credit

The customer has demonstrated a stable financial status with a high balance in their checking account, a long-term salary assignment, a long loan duration, a high loan amount, a high savings account balance, a long-term employment history, a high installment rate, no other debtors, a property in a building society savings agreement or life insurance, an age above the median, no other installment plans, homeownership, a job as a skilled employee or resident, sufficient household members to provide maintenance, and a registered telephone under their name. Additionally, being a foreign worker is also considered a positive attribute.","The customer has demonstrated a stable financial status with a high balance in their checking account; a long-term salary assignment; a long loan duration; a high loan amount; a high savings account balance; a long-term employment history; a high installment rate; no other debtors; a property in a building society savings agreement or life insurance; an age above the median; no other installment plans; homeownership; a job as a skilled employee or resident; sufficient household members to provide maintenance; and a registered telephone under their name; Additionally, being a foreign worker is also considered a positive attribute",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer's creditworthiness is deemed 'bad' due to a combination of factors, including a low savings account balance, present employment that is shorter than 1 year, a high installment rate as a percentage of disposable income, and the customer being a foreign worker, which may indicate a higher risk of financial instability.","The customer's creditworthiness is deemed 'bad' due to a combination of factors, including a low savings account balance;  present employment that is shorter than 1 year;  a high installment rate as a percentage of disposable income; and the customer being a foreign worker",a high installment rate as a percentage of disposable income,a high installment rate as a percentage of disposable income,a high installment rate as a percentage of disposable income,a high installment rate as a percentage of disposable income,,a high installment rate as a percentage of disposable income
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a low balance in their checking account, a long loan duration, a high loan amount, a low balance in their saving account, and a low installment rate as a percentage of disposable income. Additionally, the customer's employment status is relatively short-term, and they have a foreign worker status, which may indicate financial instability.","The customer has several red flags, including a low balance in their checking account;  a long loan duration;  a high loan amount;  a low balance in their saving account;  and a low installment rate as a percentage of disposable income; Additionally, the customer's employment status is relatively short-term, and they have a foreign worker status, which may indicate financial instability",,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer has several red flags, including a negative checking account balance, a loan amount higher than 50% of all cases in the bank, a low saving account balance, a loan duration longer than 50% of all cases in the bank, and a foreign worker status, which may indicate financial instability or a lack of local ties. Additionally, the customer's employment history is relatively short, and they have a high number of people being liable to provide maintenance for, which could indicate financial strain.","The customer has several red flags, including a negative checking account balance; a loan amount higher than 50% of all cases in the bank; a low saving account balance; a loan duration longer than 50% of all cases in the bank; and a foreign worker status, which may indicate financial instability or a lack of local ties; Additionally, the customer's employment history is relatively short, and they have a high number of people being liable to provide maintenance for, which could indicate financial strain",,,,,,
