label,model_input,model_output,segmented_output,factuality,deberta_finetuned,roberta_finetuned,bart_fintuned,gemma_foundation,gemma_finetuned
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The combination of a foreign worker status, low saving account balance, and a shorter loan duration than the average suggests potential financial instability. Additionally, the high employment duration and lower installment rate compared to the average suggest a potentially risky financial profile. 
","The combination of a foreign worker status; low saving account balance; and a shorter loan duration than the average suggests potential financial instability; Additionally, the high employment duration and lower installment rate compared to the average suggest a potentially risky financial profile",,,,,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit:  

* **Low balance in checking and savings accounts:** This suggests potential financial instability and difficulty managing funds.
* **Shorter loan duration:** While not inherently bad, it could indicate a lack of financial history or a need for quick access to funds.
* **High installment rate:**  This indicates a significant portion of disposable income is allocated to debt payments, potentially leading to financial strain.
* **Foreign worker status:** This could raise concerns about employment stability and ability to repay loans. 
* **Lack of registered phone:** This could indicate a lack of communication and potential difficulty in verifying information. 


These factors combined suggest a higher risk of default and a lower likelihood of responsible credit management. 
","Low balance in checking and savings accounts, This suggests potential financial instability and difficulty managing funds;Shorter loan duration,  While not inherently bad, it could indicate a lack of financial history or a need for quick access to funds; High installment rate, This indicates a significant portion of disposable income is allocated to debt payments, potentially leading to financial strain; Foreign worker status, This could raise concerns about employment stability and ability to repay loans; Lack of registered phone, This could indicate a lack of communication and potential difficulty in verifying information",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high loan amount, long loan duration, and high installment rate suggest a high risk of default.  Additionally, the foreign worker status and lack of registered phone number raise concerns about the customer's reliability and ability to manage financial obligations. 
","The high loan amount; long loan duration; and high installment rate suggest a high risk of default; Additionally, the foreign worker status and lack of registered phone number raise concerns about the customer's reliability and ability to manage financial obligations",,,,,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness.  A low checking account balance, short loan duration, and low loan amount suggest financial instability and potential difficulty managing debt.  The foreign worker status further complicates the picture, as it may indicate a lack of established credit history or financial stability in the country.  The combination of these factors, coupled with the high balance in the saving account, suggests a potential for risky financial behavior. 
","A low checking account balance; short loan duration; and low loan amount suggest financial instability and potential difficulty managing debt; The foreign worker status further complicates the picture, as it may indicate a lack of established credit history or financial stability in the country; The combination of these factors, coupled with the high balance in the saving account, suggests a potential for risky financial behavior",,,,,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: low balance in both checking and savings accounts, a shorter loan duration than the average, a higher loan amount than the average, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a shorter loan duration than the average; a higher loan amount than the average; and a foreign worker status,,,,,,
good_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: a negative checking account balance, a long loan duration exceeding 50% of the bank's cases, a high loan amount exceeding 50% of the bank's cases, a low balance in their saving account, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",a negative checking account balance; a long loan duration exceeding 50% of the bank's cases; a high loan amount exceeding 50% of the bank's cases; a low balance in their saving account; and a foreign worker status,,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness:  

* **Short employment:**  Present employment is less than 1 year, indicating a lack of stability.
* **High installment rate:** The installment rate is higher than 50% of all cases, suggesting a high debt burden relative to income.
* **Low savings:** A low balance in the saving account suggests limited financial resources.
* **Foreign worker:**  Being a foreign worker raises concerns about potential employment instability and financial history. 
* **Other factors:** The combination of these factors points towards a higher risk of defaulting on loans. 
","Short employment, Present employment is less than 1 year, indicating a lack of stability; High installment rate, The installment rate is higher than 50% of all cases, suggesting a high debt burden relative to income; Low savings, A low balance in the saving account suggests limited financial resources; Foreign worker, Being a foreign worker raises concerns about potential employment instability and financial history",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The loan duration exceeding 50% of all cases, the loan amount being lower than 50% of all cases, and the high installment rate exceeding 50% of all cases in the bank suggest a history of potentially risky borrowing. Additionally, the foreign worker status and lack of a registered phone number raise concerns about the customer's reliability and ability to manage financial obligations. 
","The loan duration exceeding 50% of all cases; the loan amount being lower than 50% of all cases; and the high installment rate exceeding 50% of all cases in the bank suggest a history of potentially risky borrowing; Additionally, the foreign worker status and lack of a registered phone number raise concerns about the customer's reliability and ability to manage financial obligations",,,,,,
good_credit,Checking account is negative balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is unemployed; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags that indicate poor creditworthiness:

* **Negative checking account balance:** This suggests potential financial instability and difficulty managing finances.
* **Shorter loan duration:** This could indicate a lack of financial history or a high risk of default.
* **Lower loan amount:** While not inherently bad, it suggests a lower credit limit and potential for difficulty securing larger loans.
* **Unemployed status:** This significantly impacts the customer's ability to repay loans and demonstrates a lack of financial stability.
* **Lower installment rate:** While this is a positive sign, it's overshadowed by other factors.
* **Foreign worker status:** This can raise concerns about financial stability and ability to repay loans. 
* **Lack of property ownership:** This suggests a lack of financial security and potential for difficulty securing loans. 
* **High number of dependents:** This indicates a potential strain on the customer's finances and ability to manage debt. 


Overall, the customer's financial situation is precarious, and their lack of stable employment and financial history make them a high-risk borrower. 
","Negative checking account balance, This suggests potential financial instability and difficulty managing finances; Shorter loan duration, This could indicate a lack of financial history or a high risk of default; Lower loan amount, While not inherently bad, it suggests a lower credit limit and potential for difficulty securing larger loans; Unemployed status, This significantly impacts the customer's ability to repay loans and demonstrates a lack of financial stability; Lower installment rate,  While this is a positive sign, it's overshadowed by other factors; Foreign worker status, This can raise concerns about financial stability and ability to repay loans; Lack of property ownership, This suggests a lack of financial security and potential for difficulty securing loans; High number of dependents, This indicates a potential strain on the customer's finances and ability to manage debt","Lack of property ownership, This suggests a lack of financial security and potential for difficulty securing loans; High number of dependents, This indicates a potential strain on the customer's finances and ability to manage debt","Lack of property ownership, This suggests a lack of financial security and potential for difficulty securing loans","Lack of property ownership, This suggests a lack of financial security and potential for difficulty securing loans"," High number of dependents, This indicates a potential strain on the customer's finances and ability to manage debt; Lack of property ownership, This suggests a lack of financial security and potential for difficulty securing loans",,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The combination of a foreign worker status, low savings account balance, and a history of installment plans suggests potential financial instability. Additionally, the high loan amount and short loan duration, coupled with the foreign worker status, raise concerns about the customer's ability to manage debt responsibly. 
","The combination of a foreign worker status; low savings account balance; and a history of installment plans suggests potential financial instability; Additionally, the high loan amount and short loan duration, coupled with the foreign worker status, raise concerns about the customer's ability to manage debt responsibly",and a history of installment plans suggests potential financial instability,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is a co-applicant for other debts; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness:  

* **High Installment Rate:**  The high installment rate of disposable income indicates a significant financial burden, potentially exceeding their ability to repay.
* **Short Loan Duration:**  This suggests a high risk of default, as loans are often taken out for short periods.
* **Low Savings Account Balance:**  This indicates a lack of financial stability and emergency funds.
* **Foreign Worker Status:**  This raises concerns about potential employment instability and income reliability. 
* **Other Debts as Co-Applicant:**  This suggests a history of financial difficulties and potential for default on other loans. 
* **Lack of Registered Telephone:**  This could indicate a lack of communication and potential for missed payments. 
","High Installment Rate, The high installment rate of disposable income indicates a significant financial burden, potentially exceeding their ability to repay; Short Loan Duration, This suggests a high risk of default, as loans are often taken out for short periods; Low Savings Account Balance, This indicates a lack of financial stability and emergency funds; Foreign Worker Status, This raises concerns about potential employment instability and income reliability; Other Debts as Co-Applicant, This suggests a history of financial difficulties and potential for default on other loans; Lack of Registered Telephone, This could indicate a lack of communication and potential for missed payments",,"Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment","Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment","Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment",,"Additionally, the low disposable income and the presence of other debtors further contribute to the negative assessment"
good_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: low checking account balance, long loan duration, high loan amount, short employment history, high installment rate exceeding the average, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans.  
",low checking account balance; long loan duration; high loan amount; short employment history; high installment rate exceeding the average; and a foreign worker status,,,,,,
good_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness: low balance in both checking and savings accounts, a long loan duration exceeding 50% of the bank's cases, a high loan amount exceeding 50% of the bank's cases, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a long loan duration exceeding 50% of the bank's cases; a high loan amount exceeding 50% of the bank's cases; and a foreign worker status,,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The combination of a foreign worker status, low savings balance, and a shorter loan duration suggests potential financial instability. Additionally, the high loan amount relative to the bank's average and the lack of a registered phone number raise concerns about the customer's ability to manage financial obligations. 
","The combination of a foreign worker status; low savings balance; and a shorter loan duration suggests potential financial instability; Additionally, the high loan amount relative to the bank's average and the lack of a registered phone number raise concerns about the customer's ability to manage financial obligations","Additionally, the high loan amount relative to the bank's average and the lack of a registered phone number raise concerns about the customer's ability to manage financial obligations","Additionally, the high loan amount relative to the bank's average and the lack of a registered phone number raise concerns about the customer's ability to manage financial obligations","Additionally, the high loan amount relative to the bank's average and the lack of a registered phone number raise concerns about the customer's ability to manage financial obligations","Additionally, the high loan amount relative to the bank's average and the lack of a registered phone number raise concerns about the customer's ability to manage financial obligations",,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

This customer exhibits several red flags that indicate poor creditworthiness.  The combination of a foreign worker status, a high loan amount exceeding 50% of all cases, and a shorter loan duration than the average suggests potential financial instability. Additionally, the lack of a stable employment history and the presence of other installment plans raise concerns about their ability to manage debt. 
","The combination of a foreign worker status; a high loan amount exceeding 50% of all cases; and a shorter loan duration than the average suggests potential financial instability; Additionally, the lack of a stable employment history and the presence of other installment plans raise concerns about their ability to manage debt","Additionally, the lack of a stable employment history and the presence of other installment plans raise concerns about their ability to manage debt","Additionally, the lack of a stable employment history and the presence of other installment plans raise concerns about their ability to manage debt","Additionally, the lack of a stable employment history and the presence of other installment plans raise concerns about their ability to manage debt","Additionally, the lack of a stable employment history and the presence of other installment plans raise concerns about their ability to manage debt",,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The foreign worker status and the lack of a registered telephone number raise concerns about the customer's reliability and ability to manage financial obligations. Additionally, the loan duration and amount, along with the high balance in the checking account and savings account, suggest potential financial instability. The customer's employment history and installment plans also raise concerns.  
","The foreign worker status and the lack of a registered telephone number raise concerns about the customer's reliability and ability to manage financial obligations; Additionally, the loan duration and amount, along with the high balance in the checking account and savings account, suggest potential financial instability; The customer's employment history and installment plans also raise concerns",,,,"Additionally, the loan duration and amount, along with the high balance in the checking account and savings account, suggest potential financial instability",,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans are stores; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high loan amount and duration, coupled with a low saving account balance and a foreign worker status, suggest a high risk of default. The young age and lack of a registered phone number further contribute to the negative assessment. 
","The high loan amount and duration; coupled with a low saving account balance and a foreign worker status, suggest a high risk of default; The young age and lack of a registered phone number further contribute to the negative assessment",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is not a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The low balance in the saving account, the foreign worker status, and the lack of a registered phone number all suggest potential financial instability and lack of reliable contact information. Additionally, the loan duration and amount being lower than the average for the bank, combined with the foreign worker status, point towards a higher risk of default. 
","The low balance in the saving account; the foreign worker status; and the lack of a registered phone number all suggest potential financial instability and lack of reliable contact information; Additionally, the loan duration and amount being lower than the average for the bank, combined with the foreign worker status, point towards a higher risk of default",,,,,,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: low balance in both checking and savings accounts, short loan duration, low loan amount, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. Additionally, the low disposable income and the presence of other installment plans (banks) further contribute to the negative assessment. 
","low balance in both checking and savings accounts; short loan duration; low loan amount; and a foreign worker status; Additionally, the low disposable income and the presence of other installment plans (banks) further contribute to the negative assessment","Additionally, the low disposable income and the presence of other installment plans (banks) further contribute to the negative assessment","Additionally, the low disposable income and the presence of other installment plans (banks) further contribute to the negative assessment","Additionally, the low disposable income and the presence of other installment plans (banks) further contribute to the negative assessment","Additionally, the low disposable income and the presence of other installment plans (banks) further contribute to the negative assessment",,
good_credit,Checking account is low balance; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: low checking account balance, shorter loan duration than average, lower loan amount than average, high installment rate exceeding 50% of disposable income, and being a foreign worker. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low checking account balance; shorter loan duration than average; lower loan amount than average; high installment rate exceeding 50% of disposable income; and being a foreign worker,,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad creditworthiness:  

* **Short employment history:**  Less than a year of current employment raises concerns about stability and income reliability.
* **Low savings:** A low balance in the saving account suggests limited financial resources and potential difficulty managing debt.
* **High installment rate:**  A high percentage of disposable income dedicated to installments indicates a potentially unsustainable financial burden.
* **Foreign worker status:** This could indicate a lack of established credit history in the country. 
* **Young age:**  While not inherently bad, a young age combined with other factors suggests a higher risk of financial instability. 
","Short employment history, Less than a year of current employment raises concerns about stability and income reliability; Low savings, A low balance in the saving account suggests limited financial resources and potential difficulty managing debt; High installment rate, A high percentage of disposable income dedicated to installments indicates a potentially unsustainable financial burden; Foreign worker status, This could indicate a lack of established credit history in the country; Young age, While not inherently bad, a young age combined with other factors suggests a higher risk of financial instability",,,,,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is high balance; Present employment is longer than 4 years; Installment rate in percentage of disposable income is higher than 50% of all cases in the bank; The status of other debtors is none; Property is building society savings agreement or life insurance; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The high loan amount, long loan duration, and high installment rate suggest a high risk of default.  Additionally, the foreign worker status and lack of a stable employment history raise further concerns.  The combination of these factors points towards a high likelihood of financial instability and a poor credit history. 
","The high loan amount; long loan duration; and high installment rate suggest a high risk of default; Additionally, the foreign worker status and lack of a stable employment history raise further concerns"," Additionally, the foreign worker status and lack of a stable employment history raise further concerns"," Additionally, the foreign worker status and lack of a stable employment history raise further concerns"," Additionally, the foreign worker status and lack of a stable employment history raise further concerns",,,
good_credit,Checking account is high balance or salary assignments for at least 1 year; Loan duration is shorter than 50% of all cases in the bank; Loan amount is lower than 50% of all cases in the bank; Saving account is low balance; Present employment is shorter than 1 year; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is car or other; Age is younger than 50% of all cases in the bank; Other installment plans are banks; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

Based on the provided attributes, the customer exhibits several red flags that indicate poor creditworthiness.  The combination of a foreign worker status, short employment history, low savings, and high installment rate suggests a higher risk of default. Additionally, the lack of a registered phone number and the presence of other installment plans (likely from banks) further contribute to a negative credit profile. 
","The combination of a foreign worker status; short employment history; low savings; and high installment rate suggests a higher risk of default; Additionally, the lack of a registered phone number and the presence of other installment plans (likely from banks) further contribute to a negative credit profile",and high installment rate suggests a higher risk of default,"and high installment rate suggests a higher risk of default; Additionally, the lack of a registered phone number and the presence of other installment plans (likely from banks) further contribute to a negative credit profile",and high installment rate suggests a higher risk of default,"and high installment rate suggests a higher risk of default; Additionally, the lack of a registered phone number and the presence of other installment plans (likely from banks) further contribute to a negative credit profile",,
bad_credit,Checking account is low balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is real estate; Age is younger than 50% of all cases in the bank; Other installment plans is none; Housing is own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for bad credit: low balance in both checking and savings accounts, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, and a foreign worker status. These factors suggest potential financial instability and a higher risk of defaulting on loans. 
",low balance in both checking and savings accounts; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; and a foreign worker status,,,,,,
bad_credit,Checking account is negative balance; Loan duration is longer than 50% of all cases in the bank; Loan amount is higher than 50% of all cases in the bank; Saving account is low balance; Present employment is between 1 year to 4 years; Installment rate in percentage of disposable income is lower than 50% of all cases in the bank; The status of other debtors is none; Property is unknown or none; Age is older than 50% of all cases in the bank; Other installment plans is none; Housing is not own; Job is a skilled employee or a resident; Number of people being liable to provide maintenance for is equal to or more than 1; Telephone is not registered under the customer's name; Foreign worker is yes.,"Bad credit

The customer exhibits several red flags for poor creditworthiness: a negative checking account balance, a long loan duration exceeding the majority of cases, a high loan amount exceeding the majority of cases, a low balance in their saving account, a relatively short employment history, and a high proportion of disposable income being allocated to installment payments.  Additionally, the customer is a foreign worker, which can be a significant factor in creditworthiness assessments.  
","a negative checking account balance; a long loan duration exceeding the majority of cases; a high loan amount exceeding the majority of cases; a low balance in their saving account; a relatively short employment history; and a high proportion of disposable income being allocated to installment payments; Additionally, the customer is a foreign worker, which can be a significant factor in creditworthiness assessments",and a high proportion of disposable income being allocated to installment payments,and a high proportion of disposable income being allocated to installment payments,and a high proportion of disposable income being allocated to installment payments,and a high proportion of disposable income being allocated to installment payments,,
